path,size_bytes,size_mb,deep_terms,result_terms,snippets,priority_score
scripts/roca/05d_eeg_multitask_residual_training_smoke.py,25684,0.0245,"torch,loso,gpu","accuracy,acc,rmse,mae,pearson,loss,valence,arousal,subject,fold,test,validation,baseline","L15: import torch || L16: import torch.nn as nn || L17: from torch.utils.data import DataLoader, Dataset || L29: OUT_FOLD_CSV = ROCA_DIR / ""eeg_multitask_residual_training_smoke_fold_summary_current.csv"" || L52: p.add_argument(""--target"", choices=[""valence"", ""arousal""], default=""arousal"") || L53: p.add_argument(""--cache"", choices=[""baseline_corrected"", ""raw""], default=""baseline_corrected"") || L54: p.add_argument(""--max-folds"", type=int, default=6) || L62: p.add_argument(""--val-subject-count"", type=int, default=8)",19
docs/roca/eeg_residual_sign_aux_smoke_current.json,21070,0.0201,"torch,loso,gpu","accuracy,acc,rmse,mae,f1,pearson,loss,arousal,subject,fold,test,validation,baseline","L3: ""target"": ""arousal"", || L4: ""cache"": ""baseline_corrected"", || L8: ""max_folds"": 6, || L9: ""test_subjects"": [ || L17: ""validation_subject_count"": 8, || L18: ""target_normalization"": ""fit residual mean/std on train subjects only; predict scaled residual; de-scale using outer train stats"", || L19: ""loss"": { || L20: ""residual"": ""HuberLoss(delta=1.0) on scaled residual"",",19
docs/roca/eeg_multitask_residual_training_smoke_current.json,18797,0.0179,"torch,loso,gpu","accuracy,acc,rmse,mae,f1,pearson,loss,arousal,subject,fold,test,validation,baseline","L3: ""target"": ""arousal"", || L4: ""cache"": ""baseline_corrected"", || L8: ""max_folds"": 6, || L9: ""test_subjects"": [ || L17: ""validation_subject_count"": 8, || L18: ""target_normalization"": ""fit residual mean/std on train subjects only; predict scaled residual; de-scale using outer train stats"", || L19: ""loss"": { || L20: ""residual"": ""HuberLoss(delta=1.0) on scaled residual"",",19
docs/project_operating_protocol.md,17231,0.0164,"conv,raw eeg,representation,loso,neural","accuracy,acc,f1,arousal,subject,fold,test,validation,baseline","L15: The goal is to prevent documentation drift, inconsistent commits, accidental cache commits, and premature claims. || L42: | `smoke` | Small stabilization run, usually partial folds/seeds/runs. Useful for debugging and direction, not final performance. | || L44: | `final LOSO` | Full leave-one-subject-out or final protocol-level claim. Not allowed unless explicitly run and documented. | || L45: | `ablation` | Controlled comparison to test one modeling choice while keeping splits, seeds, recipes, and metrics disciplined. | || L46: | `mainline` | Current practical default path, still subject to future ablations unless explicitly final. | || L76: | Raw data | No | raw EEG/EMG files, downloaded datasets | || L81: If a log is scientifically meaningful, convert it into a concise report under `docs/` rather than committing the raw patch log. || L83: ## Patch Script Convention",19
docs/roca/eeg_residual_training_stabilized_smoke_current.json,16598,0.0158,"torch,loso,gpu","accuracy,acc,rmse,mae,f1,pearson,loss,arousal,subject,fold,test,validation,baseline","L3: ""target"": ""arousal"", || L4: ""cache"": ""baseline_corrected"", || L8: ""max_folds"": 6, || L9: ""test_subjects"": [ || L17: ""validation_subject_count"": 8, || L18: ""target_normalization"": ""fit residual mean/std on train subjects only; predict scaled residual; de-scale using outer train stats"", || L19: ""loss"": ""HuberLoss(delta=1.0) on scaled residual"", || L32: ""torch"": ""2.11.0+cu128"",",19
docs/idare_subject_variability_supcon_dg_design_spec.md,15399,0.0147,"representation,embedding,loso,cross-subject","accuracy,acc,f1,loss,valence,arousal,subject,fold,test,validation,baseline","L1: # I-DARE Subject-variability SupCon/DG Design Spec || L13: - Objective: `docs/idare_subject_variability_supcon_dg_design_objective.md` || L14: - Parent review: `docs/idare_subject_variability_intervention_failure_analysis_review_status.md` || L18: The accepted diagnosis is: || L20: - `subject_variability_diagnosis_still_supported_intervention_too_weak` || L24: - subject variability remains supported; || L25: - the subject-relative + preprocessing intervention was too weak/incomplete; || L26: - SupCon/DG is scientifically plausible only if staged, smoke-tested, and diagnosable.",19
docs/roca/eeg_residual_training_smoke_current.json,13767,0.0131,"torch,loso,gpu","accuracy,acc,rmse,mae,f1,pearson,loss,arousal,subject,fold,test,validation,baseline","L3: ""target"": ""arousal"", || L4: ""cache"": ""baseline_corrected"", || L7: ""max_folds"": 6, || L8: ""test_subjects"": [ || L16: ""validation_subject_count"": 8, || L17: ""loss"": ""HuberLoss(delta=1.0)"", || L24: ""torch"": ""2.11.0+cu128"", || L27: ""gpu_name"": ""NVIDIA GeForce RTX 5090""",19
docs/idare_representation_or_label_semantics_failure_analysis_objective.md,4285,0.0041,"deep,representation,embedding,loso,cross-subject","acc,f1,loss,valence,arousal,subject,fold,test,baseline","L1: # I-DARE Representation or Label-Semantics Failure Analysis Objective || L13: After valid SupCon/DG smoke tests and targeted pair/sampler ablations failed to deliver stable held-out subject gains, is the remaining blocker primarily: || L16: 2. representation transfer, || L22: The pair/sampler failure analysis accepted this diagnosis: || L26: The strongest targeted candidate was `A5_cross_subject_supcon_vrex`, but it remained insufficient. || L28: This means the next analysis must move one level deeper. The question is no longer ""did the pair sampler work?"" but ""why did valid pairs and valid regularization not produce generalizable affect recognition?"" || L34: - read-only analysis of committed predictions, run summaries, label audits, representation diagnostics, and cache indices || L35: - cross-subject label-semantics audit",19
scripts/idare/archive_or_reconstructed/from_downloads_bundle/analysis/run_idare_subject_variability_supcon_dg_smoke_tests.sh,37698,0.036,"torch,embedding,loso,cross-subject","accuracy,acc,f1,loss,valence,arousal,subject,fold,test,baseline","L4: echo ""===== 0) start SupCon/DG smoke tests ====="" || L24: import torch || L25: print(""torch_cuda_available="", torch.cuda.is_available()) || L30: echo ""ERROR: repository is not clean. Commit/stash changes before running smoke tests."" >&2 || L39: .cache/idare_eeg_cache_index_baseline_corrected.csv \ || L40: .cache/idare_eeg_windows_32x640_float32_baseline_corrected.npy \ || L43: docs/idare_subject_variability_supcon_dg_design_spec.md \ || L44: docs/idare_subject_variability_supcon_dg_design_spec.json \",18
scripts/idare/archive_or_reconstructed/from_downloads_bundle/analysis/run_idare_subject_variability_supcon_dg_design_spec.sh,32311,0.0308,"representation,embedding,loso,cross-subject","accuracy,acc,f1,loss,valence,arousal,subject,fold,test,validation","L36: docs/idare_subject_variability_supcon_dg_design_objective.md \ || L37: docs/idare_subject_variability_supcon_dg_design_objective.json \ || L38: docs/idare_subject_variability_intervention_failure_analysis_review_status.md \ || L39: docs/idare_subject_variability_intervention_failure_analysis_report.md \ || L40: docs/idare_subject_variability_intervention_failure_analysis_report.json \ || L59: OBJECTIVE_MD = DOCS / ""idare_subject_variability_supcon_dg_design_objective.md"" || L60: OBJECTIVE_JSON = DOCS / ""idare_subject_variability_supcon_dg_design_objective.json"" || L61: REVIEW_MD = DOCS / ""idare_subject_variability_intervention_failure_analysis_review_status.md""",18
scripts/idare/archive_or_reconstructed/from_downloads_bundle/objectives/create_idare_cautious_subject_variability_supcon_dg_design_objective.sh,27505,0.0262,"conv,representation,embedding,loso,cross-subject","accuracy,acc,f1,loss,subject,fold,test,validation","L35: docs/idare_subject_variability_intervention_failure_analysis_report.md \ || L36: docs/idare_subject_variability_intervention_failure_analysis_report.json \ || L37: docs/idare_subject_variability_intervention_failure_decision_matrix.csv \ || L38: docs/idare_subject_variability_intervention_failure_fold_task_summary.csv \ || L39: docs/idare_subject_variability_intervention_failure_analysis_objective.md \ || L40: docs/idare_subject_variability_intervention_failure_analysis_objective.json \ || L54: REPORT_MD = DOCS / ""idare_subject_variability_intervention_failure_analysis_report.md"" || L55: REPORT_JSON = DOCS / ""idare_subject_variability_intervention_failure_analysis_report.json""",18
docs/idare_representation_or_label_semantics_failure_analysis_report.md,8316,0.0079,"deep,representation,embedding,loso,cross-subject","acc,f1,loss,valence,arousal,subject,fold,test","L1: # I-DARE Representation or Label-Semantics Failure Analysis Report || L13: Diagnosis: `label_semantics_and_representation_transfer_joint_bottleneck` || L17: The pair/sampler failure analysis concluded that valid SupCon/DG pair mechanics were not enough. This report moves one level deeper and separates four possible blockers: label semantics, representation transfer, task ... || L23: - mean macro-F1: `0.5119` || L24: - folds under 0.50 macro-F1: `7` || L26: This is not a stable held-out subject result. Since coverage/smoke/guardrails were valid, the remaining failure is more likely semantic/representational than mechanical. || L28: ## Label-Semantics Cross-Subject Audit || L30: Output: `docs/idare_label_semantics_cross_subject_audit.csv`",18
docs/idare_supcon_dg_pair_sampler_failure_analysis_report.md,7040,0.0067,"representation,embedding,loso,cross-subject","accuracy,acc,f1,pearson,loss,valence,arousal,subject,fold,validation","L15: Recommended next objective: `representation_or_label_semantics_failure_analysis_objective` || L17: The targeted pair/sampler ablation passed smoke/guardrail checks and completed `120` runs, but it still did not produce a stable subject-heldout improvement. || L19: The best aggregate candidate was `A5_cross_subject_supcon_vrex` with mean macro-F1 `0.5119` and mean balanced accuracy `0.5164`. || L23: | candidate_id | candidate_label | n_runs | mean_macro_f1 | std_macro_f1 | mean_bal_acc | folds_over_055_macro_f1 | folds_under_050_macro_f1 | mean_pos_cov | || L25: | A5_cross_subject_supcon_vrex | cross-subject SupCon + VREx | 24 | 0.5119 | 0.0274 | 0.5164 | 2 | 7 | 1.0000 | || L28: | A2_cross_subject_positive_only | cross-subject SupCon only | 24 | 0.5061 | 0.0319 | 0.5127 | 3 | 12 | 1.0000 | || L33: A5 was the intended strongest targeted candidate: cross-subject SupCon plus VREx. || L35: - A5 mean macro-F1: `0.5119`",18
docs/roca/idare_representation_learning_feasibility_gate_current_experiment_backlog.csv,1410,0.0013,"cnn,transformer,tcn,raw eeg,time-frequency,representation,embedding","rmse,arousal,subject,baseline","L1: priority,experiment_id,title,input_representation,model_family,target,evaluation_gate,success_condition || L2: 1,06a,Arousal high-disagreement EEG representation prototype,EEG time-frequency tensors or raw/preprocessed EEG segments,small CNN/TCN/Transformer encoder with residual head,arousal deviation on high-disagreement tria... || L3: 2,06b,Subject-adaptive residual representation,EEG/EMG learned embeddings plus k-shot subject context,FiLM/adapters/prototypical or conditional residual head,rating minus stimulus mean / residual correction,G1 and G3,... || L4: 3,06c,Self-supervised physiology pretraining,raw EEG/EMG or time-frequency windows,""masked reconstruction, contrastive predictive coding, subject-invariant contrastive learning"",pretrained representation for downstrea... || L5: 4,06d,Arousal high-disagreement uncertainty/gating model,confirmed EEG-bandpower signal plus locked model uncertainty/error features,risk classifier or mixture-of-experts gate,detect trials where locked personalizatio...",18
docs/roca/eeg_oracle_arch_ablation_valence_current_runlog.txt,307797,0.2935,"attention,temporal,embedding","accuracy,acc,rmse,f1,pearson,valence,subject,fold,test,validation,baseline",L3: [INFO] target=valence || L4: [INFO] cache=baseline_corrected || L6: [INFO] oracle_test_checkpoint_selection=True || L34: === Config gaussian_0p10 | Fold 1/63 | test_subject=1 === || L35: [ORACLE-LEAKAGE MODE] Skipping clean inner validation. The held-out test subject will be used for checkpoint selection. || L36: [ORACLE-LEAKAGE MODE] selected best_epoch=4 using test_subject=1; oracle_test_rmse_scaled=0.8895698959170508 || L37: test rmse=1.1198 dev_rmse=1.1198 dev_pearson=0.3293876021136133 pred_dev_std=0.2060809007110813 || L39: === Config gaussian_0p10 | Fold 2/63 | test_subject=2 ===,17
docs/roca/eeg_oracle_arch_ablation_arousal_current_runlog.txt,307532,0.2933,"attention,temporal,embedding","accuracy,acc,rmse,f1,pearson,arousal,subject,fold,test,validation,baseline",L3: [INFO] target=arousal || L4: [INFO] cache=baseline_corrected || L6: [INFO] oracle_test_checkpoint_selection=True || L34: === Config gaussian_0p10 | Fold 1/63 | test_subject=1 === || L35: [ORACLE-LEAKAGE MODE] Skipping clean inner validation. The held-out test subject will be used for checkpoint selection. || L36: [ORACLE-LEAKAGE MODE] selected best_epoch=3 using test_subject=1; oracle_test_rmse_scaled=0.9383435648811467 || L37: test rmse=1.8256 dev_rmse=1.8256 dev_pearson=0.2254808185762483 pred_dev_std=0.3767514317167525 || L39: === Config gaussian_0p10 | Fold 2/63 | test_subject=2 ===,17
docs/idare_subject_variability_supcon_dg_design_spec.json,37668,0.0359,"representation,embedding,loso,cross-subject","f1,loss,valence,arousal,subject,fold,test,validation,baseline","L4: ""objective"": ""docs/idare_subject_variability_supcon_dg_design_objective.md"", || L5: ""objective_json"": ""docs/idare_subject_variability_supcon_dg_design_objective.json"", || L6: ""parent_review"": ""docs/idare_subject_variability_intervention_failure_analysis_review_status.md"", || L8: ""intervention_failure_report"": ""docs/idare_subject_variability_intervention_failure_analysis_report.md"", || L9: ""intervention_failure_json"": ""docs/idare_subject_variability_intervention_failure_analysis_report.json"", || L10: ""diagnosis"": ""subject_variability_diagnosis_still_supported_intervention_too_weak"" || L17: ""path"": ""docs/deap_emg_feature_arousal_training_smoke_predictions.csv"", || L41: ""path"": ""docs/idare_root_cause_subject_summary.csv"",",17
scripts/roca/05w_idare_residual_physiology_feature_audit.py,36061,0.0344,cross-subject,"accuracy,acc,rmse,mae,f1,ccc,pearson,loss,valence,arousal,subject,fold,test,validation,baseline","L21: EEG_BC_NPY = CACHE_DIR / ""idare_eeg_windows_32x640_float32_baseline_corrected.npy"" || L22: EEG_BC_INDEX = CACHE_DIR / ""idare_eeg_cache_index_baseline_corrected.csv"" || L37: ""valence"": ""valence_score"", || L38: ""arousal"": ""arousal_score"", || L47: p.add_argument(""--targets"", default=""valence,arousal"") || L49: p.add_argument(""--max-subjects"", type=int, default=0) || L51: p.add_argument(""--inner-val-subject-count"", type=int, default=8) || L82: def pearson(y, p):",17
scripts/32_run_idare_raw_emg_smoke.py,31763,0.0303,"cnn,torch,conv,loso","accuracy,acc,f1,loss,valence,subject,fold,validation,baseline","L8: This is a smoke/stabilization script, not a final LOSO experiment. || L9: It trains a tiny 1D CNN on cached raw EMG windows only. || L27: import torch || L28: from torch import nn || L29: from torch.utils.data import DataLoader, Dataset, WeightedRandomSampler || L41: class Fold: || L42: fold_id: int || L43: val_subjects: list[int]",17
